checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,partition_block_size,partition_chunk,partition_schedule,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,4,32,205882295.734139,0.485714,1000000,50000000,50000000,4,32768,0,auto,4,64,288658035.497625,0.346431,0.835493,119689787.569325
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,106672644.632289,0.937447,1000000,50000000,50000000,2,32768,0,auto,4,64,293475771.417906,0.340744,1.281439,78037243.244867
3949874054291418773,4214050837788414649,skewed_80_5,0,32812326695,auto,8,32,111933089.532955,0.893391,1000000,50000000,50000000,4,32768,0,auto,4,64,288191106.188604,0.346992,1.243727,80403525.419401
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,376760712.798310,0.265420,1000000,50000000,50000000,2,32768,0,auto,2,64,284644261.604338,0.351316,0.619705,161367018.918084
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,348669051.175232,0.286805,1000000,50000000,50000000,4,32768,0,auto,2,64,288655356.735251,0.346434,0.636584,157088500.398100
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,201130217.506486,0.497190,1000000,50000000,50000000,2,32768,0,auto,2,64,288088183.693132,0.347116,0.847518,117991642.407290
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,198958372.584869,0.502618,1000000,50000000,50000000,4,32768,0,auto,2,64,295934207.036800,0.337913,0.843640,118533938.390064
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,375429709.540820,0.266361,1000000,50000000,50000000,2,32768,0,auto,4,64,284146311.915007,0.351931,0.621354,160938830.050587
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,4,32,378770339.178466,0.264012,1000000,50000000,50000000,4,32768,0,auto,4,64,284829580.131130,0.351087,0.618585,161659342.359940
11851897867440820802,6323587386162233250,skewed_90_10,0,20639630597,auto,8,32,189988117.756266,0.526349,1000000,50000000,50000000,2,32768,0,auto,4,64,297537959.177376,0.336092,0.865522,115537262.486829
