checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_threads,join_throughput,join_time,max_key,nr,ns,partition_block_size,partition_chunk,partition_schedule,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,101435372.989837,0.985849,1000000,50000000,50000000,32768,0,guided,32,282397020.679935,0.354111,1.343133,74452778.485550
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,guided,32,105286073.190513,0.949793,1000000,50000000,50000000,32768,8,guided,32,281912535.669854,0.354720,1.307924,76457037.350277
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,104150131.347435,0.960152,1000000,50000000,50000000,32768,8,guided,32,282829137.048556,0.353570,1.316900,75935915.248698
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44498137.960772,2.247285,1000000,50000000,50000000,32768,0,guided,32,299813468.949364,0.333541,2.583987,38699885.526471
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44924633.751765,2.225950,1000000,50000000,50000000,32768,0,guided,32,301157819.061714,0.332052,2.561128,39045294.391834
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44928534.595171,2.225757,1000000,50000000,50000000,32768,8,guided,32,301977786.617674,0.331150,2.560095,39061049.146087
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44104419.167228,2.267346,1000000,50000000,50000000,32768,8,guided,32,299412743.337622,0.333987,2.604827,38390262.302732
6185417096973469475,16931092769743058723,uniform,0,2499986166,guided,32,488065920.778382,0.204890,1000000,50000000,50000000,32768,0,guided,32,274241471.557815,0.364642,0.572712,174607765.933482
6185417096973469475,16931092769743058723,uniform,8,2499986166,guided,32,485273086.429930,0.206070,1000000,50000000,50000000,32768,0,guided,32,275074077.276548,0.363538,0.572894,174552213.063531
6185417096973469475,16931092769743058723,uniform,0,2499986166,guided,32,482816287.523081,0.207118,1000000,50000000,50000000,32768,8,guided,32,273418416.411013,0.365740,0.576354,173504471.205892
6185417096973469475,16931092769743058723,uniform,8,2499986166,guided,32,477583810.581262,0.209387,1000000,50000000,50000000,32768,8,guided,32,274970306.822028,0.363676,0.576323,173513876.228900
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,guided,32,105059636.246730,0.951840,1000000,50000000,50000000,32768,0,guided,32,282595687.220359,0.353862,1.308860,76402344.310881
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,108058474.359195,0.925425,1000000,50000000,50000000,32768,0,guided,32,283384507.356715,0.352877,1.281421,78038352.848315
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,guided,32,104726447.306431,0.954869,1000000,50000000,50000000,32768,8,guided,32,281840598.090908,0.354810,1.312815,76172207.220650
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,100752345.708874,0.992533,1000000,50000000,50000000,32768,8,guided,32,282639938.777578,0.353807,1.349520,74100415.486384
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44919467.957078,2.226206,1000000,50000000,50000000,32768,0,guided,32,302715105.226348,0.330344,2.559741,39066455.188077
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44972592.331268,2.223577,1000000,50000000,50000000,32768,0,guided,32,299239012.188656,0.334181,2.561008,39047132.197713
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44198383.220669,2.262526,1000000,50000000,50000000,32768,8,guided,32,299122938.956916,0.334311,2.600360,38456210.634804
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44513179.959827,2.246526,1000000,50000000,50000000,32768,8,guided,32,299866995.721640,0.333481,2.583432,38708195.050926
6185417096973469475,16931092769743058723,uniform,0,2499986166,guided,32,475590184.562376,0.210265,1000000,50000000,50000000,32768,0,guided,32,274542766.921856,0.364242,0.577742,173087682.736849
6185417096973469475,16931092769743058723,uniform,8,2499986166,guided,32,469864420.885361,0.212827,1000000,50000000,50000000,32768,0,guided,32,275966090.426749,0.362363,0.578445,172877165.429574
6185417096973469475,16931092769743058723,uniform,0,2499986166,guided,32,490540616.377898,0.203857,1000000,50000000,50000000,32768,8,guided,32,275566963.679856,0.362888,0.570034,175428078.158754
6185417096973469475,16931092769743058723,uniform,8,2499986166,guided,32,487114388.694211,0.205291,1000000,50000000,50000000,32768,8,guided,32,276061650.822111,0.362238,0.570820,175186453.647193
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,guided,32,96820665.913761,1.032837,1000000,50000000,50000000,32768,0,guided,32,284072487.416531,0.352023,1.388358,72027557.666966
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,104414709.104405,0.957719,1000000,50000000,50000000,32768,0,guided,32,282743796.289231,0.353677,1.314496,76074765.836014
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,guided,32,100364558.633026,0.996368,1000000,50000000,50000000,32768,8,guided,32,280956157.590101,0.355927,1.355337,73782399.793991
12610816366499644757,12079717592018431889,skewed_90_5,8,40578723119,guided,32,101246573.714422,0.987688,1000000,50000000,50000000,32768,8,guided,32,284398402.756613,0.351619,1.342783,74472174.797487
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44606343.493333,2.241834,1000000,50000000,50000000,32768,0,guided,32,300204004.398235,0.333107,2.578097,38788294.324606
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44585287.884191,2.242892,1000000,50000000,50000000,32768,0,guided,32,300749679.778629,0.332502,2.578665,38779756.367936
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,guided,32,44504970.209508,2.246940,1000000,50000000,50000000,32768,8,guided,32,301849267.368369,0.331291,2.581358,38739303.923683
12347604091913951299,2033051395823430535,skewed_90_1,8,173507209024,guided,32,44908024.762394,2.226774,1000000,50000000,50000000,32768,8,guided,32,298238510.920704,0.335302,2.565510,38978603.439618
