checksum1,checksum2,dataset_type,join_chunk,join_count,join_schedule,join_task_grain,join_task_partitions,join_threads,join_throughput,join_time,max_key,nr,ns,offset_task_grain,offset_task_partitions,partition_block_size,partition_chunk,partition_schedule,partition_task_blocks,partition_task_grain,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,4,4,32,193027231.286484,0.518062,1000000,50000000,50000000,2,2,32768,0,auto,2,2,64,292297075.113410,0.342118,0.863600,115794389.596111
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,4,4,32,190069366.013620,0.526124,1000000,50000000,50000000,4,4,32768,0,auto,2,2,64,290416066.464385,0.344334,0.873743,114450165.026723
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,2,2,32,351013915.706538,0.284889,1000000,50000000,50000000,2,2,32768,0,auto,4,4,64,283400432.861265,0.352858,0.640877,156036259.432030
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,2,2,32,359114499.410409,0.278463,1000000,50000000,50000000,4,4,32768,0,auto,4,4,64,300592646.956560,0.332676,0.614251,162799823.003443
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,4,4,32,192963974.739866,0.518231,1000000,50000000,50000000,2,2,32768,0,auto,4,4,64,299233534.948926,0.334187,0.855463,116895825.744618
12610816366499644757,12079717592018431889,skewed_90_5,0,40578723119,auto,4,4,32,196141524.599449,0.509836,1000000,50000000,50000000,4,4,32768,0,auto,4,4,64,284216936.791324,0.351844,0.865331,115562763.354610
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,2,2,32,64105604.111777,1.559926,1000000,50000000,50000000,2,2,32768,0,auto,2,2,64,308329058.283092,0.324329,1.887653,52975845.549975
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,2,2,32,65151952.463337,1.534873,1000000,50000000,50000000,4,4,32768,0,auto,2,2,64,307356381.910349,0.325355,1.863696,53656815.234690
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,4,4,32,44421882.300370,2.251143,1000000,50000000,50000000,2,2,32768,0,auto,2,2,64,305413700.805649,0.327425,2.581887,38731359.703602
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,4,4,32,44652481.332601,2.239517,1000000,50000000,50000000,4,4,32768,0,auto,2,2,64,307772883.935888,0.324915,2.567799,38943854.781937
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,2,2,32,67404420.080747,1.483582,1000000,50000000,50000000,2,2,32768,0,auto,4,4,64,298152563.508465,0.335399,1.822216,54878234.137852
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,2,2,32,67412576.024919,1.483403,1000000,50000000,50000000,4,4,32768,0,auto,4,4,64,297844265.155918,0.335746,1.822246,54877319.679283
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,4,4,32,44608518.444231,2.241724,1000000,50000000,50000000,2,2,32768,0,auto,4,4,64,318384675.451120,0.314085,2.559035,39077228.756388
12347604091913951299,2033051395823430535,skewed_90_1,0,173507209024,auto,4,4,32,44607846.314986,2.241758,1000000,50000000,50000000,4,4,32768,0,auto,4,4,64,317685017.405455,0.314777,2.559815,39065326.536604
